Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Caralluma europaea;Apteranthes europaea (Guss.) Murb.;Apocynaceae;0;0;0;1;0;0;0;0;;0;;
Caralluma munbyana;Apteranthes munbyana (Decne.) Meve & Liede;Apocynaceae;0;0;0;1;0;0;0;0;;0;;
Cardamine amara;Cardamine amara L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;Cardamine opizii;
Cardamine asarifolia;Cardamine asarifolia L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine barbaraeoides;Cardamine barbaraeoides Halácsy;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine bellidifolia;Cardamine bellidifolia L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine bulbifera;Cardamine bulbifera (L.) Crantz;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine carnosa;Cardamine carnosa Waldst. & Kit.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine chelidonia;Cardamine chelidonia L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine enneaphyllos;Cardamine enneaphyllos (L.) Crantz;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine flexuosa;Cardamine flexuosa With.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine glanduligera;Cardamine glanduligera O.Schwarz;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine glauca;Cardamine glauca Spreng. ex DC.;Brassicaceae;0;0;0;0;0;0;0;1;;0;Cardamine pancicii;
Cardamine graeca;Cardamine graeca L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine heptaphylla;Cardamine heptaphylla (Vill.) O.E.Schulz;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine hirsuta;Cardamine hirsuta L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Vaughn K.C., Bowling A.J. & Ruel K.J. (2011) The mechanism for explosive seed dispersal in Cardamine hirsuta (Brassicaceae). American Journal of Botany 98(8): 1276-1285 | Salisbury E.J. (1975) The survival value of modes of dispersal. Proceedings of the Royal Society of London. Series B. Biological Sciences 188(1091): 183-188
Cardamine impatiens;Cardamine impatiens L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Cardamine kitaibelii;Cardamine kitaibelii Bech.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine matthiolii;Cardamine matthioli Moretti;Brassicaceae;0;0;0;0;0;0;0;1;;0;Cardamine majovskii;
Cardamine monteluccii;Cardamine monteluccii Brilli-Catt. & Gubellini;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine parviflora;Cardamine parviflora L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;Hayashi et al. 2010 in Chen S.-C., Pahlevani A.H., Malíková L., Riina R., Thomson F.J. & Giladi I. (2019) Trade-off or coordination? Correlations between ballochorous and myrmecochorous phases of diplochory. Functional Ecology 33(8): 1469-1479
Cardamine pentaphyllos;Cardamine pentaphyllos (L.) Crantz;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine plumieri;Cardamine plumieri Vill.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine pratensis;Cardamine pratensis L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine quinquefolia;Cardamine quinquefolia (M.Bieb.) Schmalh.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine raphanifolia;Cardamine raphanifolia Pourr.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine resedifolia;Cardamine resedifolia L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;Stöcklin & Bäumler 1996 in Chen S.-C., Pahlevani A.H., Malíková L., Riina R., Thomson F.J. & Giladi I. (2019) Trade-off or coordination? Correlations between ballochorous and myrmecochorous phases of diplochory. Functional Ecology 33(8): 1469-1479
Cardamine trifolia;Cardamine trifolia L.;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardamine waldsteinii;Cardamine waldsteinii Dyer;Brassicaceae;0;0;0;0;0;0;0;1;;0;;
Cardaminopsis arenosa;Arabidopsis arenosa (L.) Lawalrée;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Cardaminopsis halleri;Arabidopsis halleri (L.) O'Kane & Al-Shehbaz;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Cardaminopsis neglecta;Arabidopsis neglecta (Schult.) O'Kane & Al-Shehbaz;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Cardaminopsis petraea;Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Cardaria draba;Lepidium draba L.;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Cardopatum corymbosum;Cardopatium corymbosum (L.) Pers.;Asteraceae ;0;0;0;1;0;0;0;0;;0;Cardopatum boryi;
Carduncellus araneosus;Carthamus hispanicus (Boiss. ex DC.) Sch.Bip.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduncellus caeruleus;Carthamus caeruleus L.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduncellus dianius;Carthamus dianius (Webb) Sch.Bip.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduncellus mitissimus;Carthamus mitissimus L.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduncellus monspelliensium;Carthamus carduncellus L.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduncellus pinnatus;Carthamus pinnatus Desf.;Asteraceae ;0;1;0;0;0;0;0;0;;0;;
Carduus acanthoides;Carduus acanthoides L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;Carduus thessalus;Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619. | Plant Diversity Analysis and Synthesis Centre <https://pladias.cz> | Meyer D.J.L. & Price R. (2020) Identification Guide for Fruits of Some Common and Noxious Thistle and Knapweed Species (Asteraceae, tribe Cardueae). Plant Pest Diagnostics Center – Seed Science Laboratory, California Department of Food and Agriculture. Consulted on 02/12/2021 in https://analyzeseeds.com/wp-content/uploads/2020/12/Identification-Guide-for-Some-Common-and-Noxious-Thistle-and-Knapweed-Fruits-V.2-complete.pdf
Carduus acicularis;Carduus acicularis Bertol.;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;Devesa J.A. & López Martínez J. (2007) Valerianella Mill. In: Devesa J.A., Gonzalo R. & Herrero A. (eds.) Flora Iberica (vol. XV). Real Jardín Botánico. CSIC. Madrid, pp. 233-258 | Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Carduus adpressus;Carduus adpressus C.A.Mey.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus affinis;Carduus affinis Guss.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus argyroa;Carduus argyroa Biv.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus asturicus;Carduus asturicus Franco;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus aurosicus;Carduus aurosicus Vill.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus australis;Carduus arabicus Jacq. ex Murray;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus bourgeanus;Carduus bourgeanus Boiss. & Reut.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus broteroi;Carduus broteroi Welw. ex Cout.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus candicans;Carduus candicans Waldst. & Kit.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus carduelis;Carduus carduelis (L.) Gren.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus carlinoides;Carduus carlinoides Gouan;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Herbarium JACA <http://herbario.ipe.csic.es> | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carduus carpetanus;Carduus carpetanus Boiss. & Reut.;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;Devesa J.A. & López Martínez J. (2007) Valerianella Mill. In: Devesa J.A., Gonzalo R. & Herrero A. (eds.) Flora Iberica (vol. XV). Real Jardín Botánico. CSIC. Madrid, pp. 233-258 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carduus cephalanthus;Carduus cephalanthus Viv.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus chrysacanthus;Carduus chrysacanthus Ten.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus collinus;Carduus collinus Waldst. & Kit.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus corymbosus;Carduus corymbosus Ten.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus crispus;Carduus crispus L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Plant Diversity Analysis and Synthesis Centre <https://pladias.cz> | Meyer D.J.L. & Price R. (2020) Identification Guide for Fruits of Some Common and Noxious Thistle and Knapweed Species (Asteraceae, tribe Cardueae). Plant Pest Diagnostics Center – Seed Science Laboratory, California Department of Food and Agriculture. Consulted on 02/12/2021 in https://analyzeseeds.com/wp-content/uploads/2020/12/Identification-Guide-for-Some-Common-and-Noxious-Thistle-and-Knapweed-Fruits-V.2-complete.pdf
Carduus defloratus;Carduus defloratus L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;Carduus argemone, Carduus carlinifolius, Carduus viridis;Sernander 1906 in Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carduus fasciculiflorus;Carduus fasciculiflorus Viv.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus hamulosus;Carduus hamulosus Ehrh.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus kerneri;Carduus kerneri Simonk.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus litigiosus;Carduus litigiosus Nocca & Balb.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus lobulatus;Carduus lobulatus Borbás;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus macrocephalus;Carduus macrocephalus Desf.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus meonanthus;Carduus meonanthus Hoffmanns. & Link;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carduus myriacanthus;Carduus myriacanthus Salzm. ex DC.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus nigrescens;Carduus nigrescens Vill.;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;Carduus vivariensis;Devesa J.A. & López Martínez J. (2007) Valerianella Mill. In: Devesa J.A., Gonzalo R. & Herrero A. (eds.) Flora Iberica (vol. XV). Real Jardín Botánico. CSIC. Madrid, pp. 233-258
Carduus nutans;Carduus nutans L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;Carduus euboicus, Carduus granatensis, Carduus micropterus, Carduus platypus, Carduus sandwithii, Carduus taygeteus, Carduus thoermeri;Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619. | Plant Diversity Analysis and Synthesis Centre <https://pladias.cz> | Meyer D.J.L. & Price R. (2020) Identification Guide for Fruits of Some Common and Noxious Thistle and Knapweed Species (Asteraceae, tribe Cardueae). Plant Pest Diagnostics Center – Seed Science Laboratory, California Department of Food and Agriculture. Consulted on 02/12/2021 in https://analyzeseeds.com/wp-content/uploads/2020/12/Identification-Guide-for-Some-Common-and-Noxious-Thistle-and-Knapweed-Fruits-V.2-complete.pdf | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163 | Herbarium JACA <http://herbario.ipe.csic.es>
Carduus personata;Carduus personata (L.) Jacq.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Carduus pycnocephalus;Carduus pycnocephalus L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619. | Meyer D.J.L. & Price R. (2020) Identification Guide for Fruits of Some Common and Noxious Thistle and Knapweed Species (Asteraceae, tribe Cardueae). Plant Pest Diagnostics Center – Seed Science Laboratory, California Department of Food and Agriculture. Consulted on 02/12/2021 in https://analyzeseeds.com/wp-content/uploads/2020/12/Identification-Guide-for-Some-Common-and-Noxious-Thistle-and-Knapweed-Fruits-V.2-complete.pdf | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carduus tenuiflorus;Carduus tenuiflorus Curtis;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619. | Plant Diversity Analysis and Synthesis Centre <https://pladias.cz> | Meyer D.J.L. & Price R. (2020) Identification Guide for Fruits of Some Common and Noxious Thistle and Knapweed Species (Asteraceae, tribe Cardueae). Plant Pest Diagnostics Center – Seed Science Laboratory, California Department of Food and Agriculture. Consulted on 02/12/2021 in https://analyzeseeds.com/wp-content/uploads/2020/12/Identification-Guide-for-Some-Common-and-Noxious-Thistle-and-Knapweed-Fruits-V.2-complete.pdf
Carduus thracicus;Carduus thracicus (Velen.) Hayek;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carduus tmoleus;Carduus tmoleus Boiss.;Asteraceae ;0;0;0;1;0;0;0;0;;0;Carduus cronius;
Carduus uncinatus;Carduus uncinatus M.Bieb.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Carex acuta;Carex acuta L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex acutiformis;Carex acutiformis Ehrh.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex alba;Carex alba Scop.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex appropinquata;Carex appropinquata Schumach.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex aquatilis;Carex aquatilis Wahlenb.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex arenaria;Carex arenaria L.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex asturica;Carex asturica Boiss.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex atherodes;Carex atherodes Spreng.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex atrata;Carex atrata L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex atrofusca;Carex atrofusca Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex baldensis;Carex baldensis L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex bicolor;Carex bicolor Bellardi ex All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex bigelowii;Carex bigelowii Torr. ex Schwein.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex binervis;Carex binervis Sm.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex bohemica;Carex bohemica Schreb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex brachystachys;Carex brachystachys Schrank;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex brevicollis;Carex brevicollis DC.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex brizoides;Carex brizoides L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex brunnescens;Carex brunnescens (Pers.) Poir.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex buekii;Carex buekii Wimm.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex buxbaumii;Carex buxbaumii Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex camposii;Carex camposii Boiss. & Reut.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex capillaris;Carex capillaris L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex capitata;Carex capitata Sol.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex caryophyllea;Carex caryophyllea Latourr.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex cespitosa;Carex cespitosa L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex chabertii;Carex leersii F.W.Schultz;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex chordorrhiza;Carex chordorrhiza L.f.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex curta;Carex canescens L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62
Carex curvula;Carex curvula All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex davalliana;Carex davalliana Sm.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex depauperata;Carex depauperata Curtis ex Woodw.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex depressa;Carex depressa Link;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex diandra;Carex diandra Schrank;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex digitata;Carex digitata L.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Mayer V., Ölzant S. & Fischer R.C. (2005) Myrmecochorous seed dispersal in temperate regions. In: Lambert, J. E., Hulme, P. E., & Vander Wall, S. B. (eds.) Seed fate: predation, dispersal, and seedling establishment. CABI, pp. 175-195
Carex dioica;Carex dioica L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex disperma;Carex disperma Dewey;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex distachya;Carex distachya Desf.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex distans;Carex distans L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex disticha;Carex disticha Huds.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex divisa;Carex divisa Huds.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex divulsa;Carex divulsa Stokes;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex durieui;Carex durieui Steud. ex Kunze;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex echinata;Carex echinata Murray;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex elata;Carex elata All.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex elongata;Carex elongata L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex ericetorum;Carex ericetorum Pollich;Cyperaceae;0;0;0;0;0;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex extensa;Carex extensa Gooden.;Cyperaceae;0;0;1;0;0;0;1;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Escudero M., Vargas P., Arens P., Ouborg N.J. & Luceño M. (2010) The east-west-north colonization history of the Mediterranean and Europe by the coastal plant Carex extensa (Cyperaceae). Molecular Ecology 19(2): 352-370
Carex ferruginea;Carex ferruginea Scop.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex fimbriata;Carex fimbriata Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex firma;Carex firma Host;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex flacca;Carex flacca Schreb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;Peters M., Oberrath R. & Böhning-Gaese K. (2003) Seed dispersal by ants: are seed preferences influenced by foraging strategies or historical constraints?. Flora-Morphology, Distribution, Functional Ecology of Plants 198(6): 413-420 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex flava;Carex flava L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex foetida;Carex foetida All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex frigida;Carex frigida All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex fritschii;Carex fritschii Waisb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex fuliginosa;Carex fuliginosa Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex glacialis;Carex glacialis Mack.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex glareosa;Carex glareosa Schkuhr ex Wahlenb.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex globularis;Carex globularis L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex grioletii;Carex grioletii Roem. ex Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex hallerana;Carex halleriana Asso;Cyperaceae;0;0;0;0;0;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex hartmanii;Carex hartmaniorum A.Cajander;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex heleonastes;Carex heleonastes Ehrh. ex L.f.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex hirta;Carex hirta L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex hispida;Carex hispida Willd. ex Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex holostoma;Carex holostoma Drejer;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex hordeistichos;Carex hordeistichos Vill.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex hostiana;Carex hostiana DC.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex humilis;Carex humilis Leyss.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex illegitima;Carex illegitima Ces.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex kitaibeliana;Carex kitaibeliana Degen ex Bech.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex krausei;Carex krausei Boeckeler;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex lachenalii;Carex lachenalii Schkuhr;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex laevigata;Carex laevigata Sm.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex lapponica;Carex lapponica O.Lang;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex lasiocarpa;Carex lasiocarpa Ehrh.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex laxa;Carex laxa Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex lepidocarpa;Carex lepidocarpa Tausch;Cyperaceae;0;0;0;0;0;0;0;0;;0;Carex jemtlandica, Carex nevadensis;
Carex ligerica;Carex colchica J.Gay;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex limosa;Carex limosa L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex liparocarpos;Carex liparocarpos Gaudin;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex livida;Carex livida (Wahlenb.) Willd.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex loliacea;Carex loliacea L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex mackenziei;Carex mackenziei V.I.Krecz.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex macloviana;Carex macloviana d'Urv.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex macrolepis;Carex macrolepis DC.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex macrostylon;Carex macrostylos Lapeyr.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex magellanica;Carex magellanica Lam.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
