Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Rumex aquitanicus;Rumex aquitanicus Rech.f.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634 | Flora iberica <www.floraiberica.es>
Rumex balcanicus;Rumex balcanicus Rech.f.;Polygonaceae;0;0;0;0;0;0;1;0;HYD?;0;;EDIT Platform for Cybertaxonomy <https://portal.cybertaxonomy.org>
Rumex bucephalophorus;Rumex bucephalophorus L.;Polygonaceae;0;1;0;0;0;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634 | Flora Silvestre <http://www.florasilvestre.es>
Rumex confertus;Rumex confertus Willd.;Polygonaceae;0;0;0;0;0;0;0;0;;0;;The World Flora Online <http://www.worldfloraonline.org>
Rumex conglomeratus;Rumex conglomeratus Murray;Polygonaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex crispus;Rumex crispus L.;Polygonaceae;0;0;0;1;0;0;0;0;ANE?;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex cristatus;Rumex cristatus DC.;Polygonaceae;0;0;0;1;0;0;0;0;ANE?;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex dentatus;Rumex dentatus L.;Polygonaceae;0;1;1;0;0;0;0;0;EPI?;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex graminifolius;Rumex graminifolius Georgi ex Lamb.;Polygonaceae;0;0;0;1;0;0;0;0;ANE?;0;;Finnish Species Information Center <https://laji.fi>
Rumex gussonii;Rumex nebroides Campd.;Polygonaceae;0;0;0;0;0;0;0;0;;0;;
Rumex hydrolapathum;Rumex hydrolapathum Huds.;Polygonaceae;0;0;0;1;0;0;1;0;ANE?;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex intermedius;Rumex intermedius DC.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex kerneri;Rumex kerneri Borbás;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex longifolius;Rumex longifolius DC.;Polygonaceae;0;0;0;1;0;0;0;0;ANE?;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex maritimus;Rumex maritimus L.;Polygonaceae;0;0;1;0;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89
Rumex nepalensis;Rumex nepalensis Spreng.;Polygonaceae;0;1;0;1;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89
Rumex nivalis;Rumex nivalis Hegetschw.;Polygonaceae;0;0;0;0;0;0;0;0;;0;;
Rumex obtusifolius;Rumex obtusifolius L.;Polygonaceae;0;1;0;1;0;0;1;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Rumex palustris;Rumex palustris Sm.;Polygonaceae;0;0;0;1;0;0;1;0;ANE?;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex patientia;Rumex patientia L.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89 | Wikipedia, The Free Encyclopedia <www.wikipedia.org>
Rumex pseudonatronatus;Rumex pseudonatronatus (Borbás) Murb.;Polygonaceae;0;0;1;1;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89
Rumex pulcher;Rumex pulcher L.;Polygonaceae;0;1;0;1;0;0;0;0;;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex rupestris;Rumex rupestris Le Gall;Polygonaceae;0;0;0;0;0;0;0;0;;0;;
Rumex sanguineus;Rumex sanguineus L.;Polygonaceae;0;0;1;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex scutatus;Rumex scutatus L.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex stenophyllus;Rumex stenophyllus Ledeb.;Polygonaceae;0;1;1;1;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89 | Wikipedia, The Free Encyclopedia <www.wikipedia.org>
Rumex suffruticosus;Rumex suffruticosus J.Gay ex Meisn.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex thyrsiflorus;Rumex thyrsiflorus Fingerh.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex thyrsoides;Rumex thyrsoides Desf.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex tingitanus;Rumex roseus L.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;
Rumex tuberosus;Rumex tuberosus L.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89 | Orchidées en Nord <www.orchid-nord.com>
Rumex ucranicus;Rumex ucranicus Fisch. ex Spreng.;Polygonaceae;0;0;0;0;0;0;1;0;;0;;Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89 | Flora Polski <https://atlas-roslin.pl>
Rupicapnos africana;Rupicapnos africana (Lam.) Pomel;Papaveraceae;0;0;0;0;0;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Ruppia cirrhosa;Ruppia cirrhosa (Petagna) Grande;Ruppiaceae;0;0;1;0;0;0;0;0;;0;;
Ruppia maritima;Ruppia maritima L.;Ruppiaceae;0;1;1;0;0;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Rechinger K.H. (1964) Rumex L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 82-89 | Dandy J.E. (1980) Ruppia L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore S.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 5): Alismataceae to Orchidaceae (Monocotyledones). Cambridge University Press, page 11 | Koch E.W., Ailstock M.S., Booth D.M., Shafer D.J. & Magoun A.D. (2010) The role of currents and waves in the dispersal of submersed angiosperm seeds and seedlings. Restoration Ecology 18(4): 584-595
Ruscus aculeatus;Ruscus aculeatus L.;Asparagaceae;1;0;0;0;0;0;0;0;;0;;
Ruscus hypoglossum;Ruscus hypoglossum L.;Asparagaceae;1;0;0;0;0;0;0;0;;0;;
Ruscus hypophyllum;Ruscus hypophyllum L.;Asparagaceae;1;0;0;0;0;0;0;0;;0;;
Ruta angustifolia;Ruta angustifolia Pers.;Rutaceae;0;0;0;0;0;0;0;0;;0;;Salvo G., Ho S.Y.W., Rosenbaum G., Ree R. & Conti E. (2010) Tracing the temporal and spatial origins of island endemics in the Mediterranean region: a case study from the Citrus family (Ruta L. Rutaceae). Systematic Biology 59(6): 705-722
Ruta chalepensis;Ruta chalepensis L.;Rutaceae;0;0;0;0;0;0;0;0;;0;;
Ruta graveolens;Ruta graveolens L.;Rutaceae;0;0;0;0;0;0;0;0;;0;;
Ruta montana;Ruta montana (L.) L.;Rutaceae;0;0;0;0;0;0;0;0;;0;;
Saccharum ravennae;Tripidium ravennae (L.) H.Scholz;Poaceae;0;0;1;1;0;0;0;0;;0;;Clayton W.D. (1980) Saccharum L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore S.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 5): Alismataceae to Orchidaceae (Monocotyledones). Cambridge University Press, page 265
Saccharum spontaneum;Saccharum spontaneum L.;Poaceae;0;0;0;1;0;0;0;0;;0;;Discover Life <https://www.discoverlife.org>
Saccharum strictum;Tripidium strictum (Host) H.Scholz;Poaceae;0;0;0;1;0;0;0;0;;0;;Clayton W.D. (1980) Saccharum L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore S.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 5): Alismataceae to Orchidaceae (Monocotyledones). Cambridge University Press, page 265
Sagina apetala;Sagina apetala Ard.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;Sagina ambigua;
Sagina caespitosa;Sagina caespitosa Lange;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina glabra;Sagina glabra (Willd.) Fenzl;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina maritima;Sagina maritima Don;Caryophyllaceae;0;0;1;0;0;0;0;0;THA?;0;;Adam P. (1981) The vegetation of British saltmarshes. New Phytologist 88: 143-196 | Schaefer H., Hardy O.J., Silva L., Barraclough T.G. & Savolainen V. (2011) Testing Darwin’s naturalization hypothesis in the Azores. Ecology Letters 14(4): 389-396 | Edgington J.A. (2004) Sagina maritima Don (Caryophyllaceae) and other halophytes in London. Watsonia 25: 121-126
Sagina nivalis;Sagina nivalis (Lindblad) Fr.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina nodosa;Sagina nodosa (L.) Fenzl;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina procumbens;Sagina procumbens L.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;Sagina muscosa;
Sagina sabuletorum;Sagina sabuletorum (J.Gay) Lange;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina saginoides;Sagina saginoides (L.) H.Karst.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagina subulata;Sagina hawaiensis Pax;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Sagittaria natans;Sagittaria natans Pall.;Alismataceae;0;0;0;0;0;0;1;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Sagittaria sagittifolia;Sagittaria sagittifolia L.;Alismataceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Salicornia dolichostachya;Salicornia procumbens Sm.;Amaranthaceae;0;0;1;0;0;0;0;0;;0;Salicornia fragilis, Salicornia lutescens, Salicornia oliveri, Salicornia veneta;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Salicornia nitens;Salicornia nitens P.W.Ball & Tutin;Amaranthaceae;0;0;1;0;0;0;0;0;;0;;
Salicornia prostrata;Salicornia perennans Willd.;Amaranthaceae;0;0;1;0;0;0;0;0;;0;;
Salicornia pusilla;Salicornia europaea L.;Amaranthaceae;0;0;1;0;0;0;0;0;;0;Salicornia ramosissima;
Salix acutifolia;Salix acutifolia Willd.;Salicaceae;0;0;0;1;0;0;1;0;;1;;Boland J.M. (2014) Secondary dispersal of willow seeds: sailing on water into safe sites. Madroño 61(4): 388-398 | Seiwa K., Tozawa M., Ueno N., Kimura M., Yamasaki M. & Maruyama K. (2007) Roles of cottony hairs in directed seed dispersal in riparian willows. Plant Ecology 198: 27-35
Salix alba;Salix alba L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;Seiwa K., Tozawa M., Ueno N., Kimura M., Yamasaki M. & Maruyama K. (2007) Roles of cottony hairs in directed seed dispersal in riparian willows. Plant Ecology 198: 27-35
Salix alpina;Salix alpina Scop.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix amplexicaulis;Salix amplexicaulis Bory & Chaub.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix apennina;Salix apennina A.K.Skvortsov;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix appendiculata;Salix appendiculata Vill.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix arbuscula;Salix arbuscula L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix arctica;Salix arctica Pall.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix atrocinerea;Salix atrocinerea Brot.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix aurita;Salix aurita L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix bicolor;Salix bicolor Ehrh. ex Willd.;Salicaceae;0;0;0;1;0;0;1;0;;1;Salix cantabrica;
Salix borealis;Salix borealis Fr.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix breviserrata;Salix breviserrata Flod.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix caesia;Salix caesia Vill.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix caprea;Salix caprea L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix cinerea;Salix cinerea L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix crataegifolia;Salix crataegifolia Bertol.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix daphnoides;Salix daphnoides Vill.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix elaeagnos;Salix eleagnos Scop.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix foetida;Salix foetida Schleich. ex DC.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix glabra;Salix glabra Scop.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix glauca;Salix glauca L.;Salicaceae;0;0;0;1;0;0;1;0;;1;Salix glaucosericea;
Salix hastata;Salix hastata L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix hegetschweileri;Salix hegetschweileri Heer;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix helvetica;Salix helvetica Vill.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix herbacea;Salix herbacea L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix laggeri;Salix laggeri Wimm.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix lanata;Salix lanata L.;Salicaceae;0;0;0;1;0;0;1;0;;1;Salix glandulifera;
Salix lapponum;Salix lapponum L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix mielichhoferi;Salix mielichhoferi Saut.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix myrsinifolia;Salix myrsinifolia Salisb.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix myrsinites;Salix myrsinites L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix myrtilloides;Salix myrtilloides L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix pedicellata;Salix pedicellata Desf.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix pentandra;Salix pentandra L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix phylicifolia;Salix phylicifolia L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix polaris;Salix polaris Wahlenb.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix purpurea;Salix purpurea L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix pyrenaica;Salix pyrenaica Gouan;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix pyrolifolia;Salix pyrolifolia Ledeb.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix repens;Salix repens L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix reticulata;Salix reticulata L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix retusa;Salix retusa L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix rosmarinifolia;Salix rosmarinifolia L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix salvifolia;Salix salviifolia Brot.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix serpyllifolia;Salix serpillifolia Scop.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix silesiaca;Salix silesiaca Willd.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix starkeana;Salix starkeana Willd.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix tarraconensis;Salix tarraconensis Pau;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix triandra;Salix triandra L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix viminalis;Salix viminalis L.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix waldsteiniana;Salix waldsteiniana Willd.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salix xerophila;Salix bebbiana Sarg.;Salicaceae;0;0;0;1;0;0;1;0;;1;;
Salsola aegaea;Caroxylon aegaeum (Rech.f.) Akhani & Roalson;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;
Salsola carpatha;Caroxylon carpathum (P.H.Davis) Akhani & Roalson;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;
Salsola genistoides;Caroxylon genistoides (Juss. ex Poir.) Pau;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;Aellen P. (1964) Salsola L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 104-107
Salsola kali;Salsola kali L.;Amaranthaceae;0;0;1;1;0;0;0;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Aellen P. (1964) Salsola L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 104-107 | Erfanzadeh R., Garbutt A., Pétillon J., Maelfait J.-P. & Hoffmann M. (2010) Factors affecting the success of early salt-marsh colonizers: seed availability rather than site suitability and dispersal traits. Plant Ecology 206: 335–347
Salsola verticillata;Salsola oppositifolia Desf.;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;
Salsola papillosa;Salsola papillosa (Coss.) Willk.;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;
Salsola soda;Soda inermis Fourr.;Amaranthaceae;0;0;1;1;0;0;0;0;;0;;Aellen P. (1964) Salsola L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 104-107
Salsola vermiculata;Caroxylon vermiculatum (L.) Akhani & Roalson;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;
Salsola webbii;Salsola webbii Moq.;Amaranthaceae;0;0;1;1;0;0;0;0;;1;;Aellen P. (1964) Salsola L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 104-107
Salvia aethiopis;Salvia aethiopis L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;Swarbrick J.T. (1971) External mucilage production by the seeds of British plants. Botanical Journal of the Linnean Society 64(2): 157-162
Salvia amplexicaulis;Salvia amplexicaulis Lam.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia argentea;Salvia argentea L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia austriaca;Salvia austriaca Jacq.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia bicolor;Salvia barrelieri Etl.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia blancoana;Salvia blancoana Webb & Heldr.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia candelabrum;Salvia candelabrum Boiss.;Lamiaceae;0;0;0;0;0;0;0;0;;1;;
Salvia candidissima;Salvia candidissima Vahl;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia dumetorum;Salvia dumetorum Andrz. ex Besser;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia eichlerana;Salvia eichleriana Heldr. ex Halácsy;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia forskaohlei;Salvia forskaehlei L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia glutinosa;Salvia glutinosa L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia grandiflora;Salvia tomentosa Mill.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia nemorosa;Salvia nemorosa L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia nutans;Salvia nutans L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia officinalis;Salvia officinalis L.;Lamiaceae;0;0;0;0;0;0;0;0;;1;Salvia lavandulifolia;
Salvia phlomoides;Salvia phlomoides Asso;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia pomifera;Salvia pomifera L.;Lamiaceae;0;0;0;0;0;0;0;0;;1;;
Salvia pratensis;Salvia pratensis L.;Lamiaceae;0;1;0;0;0;0;0;0;EPI?;0;;
Salvia ringens;Salvia ringens Sm.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia scabiosifolia;Salvia scabiosifolia Lam.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia sclarea;Salvia sclarea L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia sclareoides;Salvia sclareoides Brot.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia teddii;Salvia teddii Turrill;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia transsylvanica;Salvia transsylvanica (Schur ex Griseb. & Schenk) Schur;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia triloba;Salvia fruticosa Mill.;Lamiaceae;0;0;0;0;0;0;0;0;;1;;
Salvia valentina;Salvia valentina Vahl;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia verbenaca;Salvia verbenaca L.;Lamiaceae;0;1;0;0;0;0;0;0;EPI?;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Salvia verticillata;Salvia verticillata L.;Lamiaceae;0;1;0;0;0;0;0;0;EPI?;0;;
Salvia virgata;Salvia virgata Jacq.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Salvia viridis;Salvia viridis L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Sambucus ebulus;Sambucus ebulus L.;Viburnaceae;1;0;0;0;0;0;0;0;;0;;
Sambucus nigra;Sambucus nigra L.;Viburnaceae;1;0;0;0;0;0;0;0;;1;;
Sambucus racemosa;Sambucus racemosa L.;Viburnaceae;1;0;0;0;0;0;0;0;;1;;
Samolus valerandi;Samolus valerandi L.;Primulaceae;0;0;1;0;0;0;0;0;THA?;0;;Ferguson L.F. (1972a) Samolus L. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Moore S.M., Ball P.W., Chater A.O., Walters S.M., DeFilipps R.A., Webb D.A., Ferguson I.K. & Richardson I.B.K. (eds.) Flora Europaea (Volume 3): Diapensiaceae to Myoporaceae. Cambridge University Press, page 29
