site,taxon_name,genus_name,tree_sp,epi_count,epi_lat,epi_lon,dbh_cat,taxon_rank,total_trees,obs_count_dbh,spp_count_dbh,obs_count,spp_count,lon,lat,setting,obs_per10,spp_per10,dominanttree1,dominanttree2,dominanttree3,species,mode_key,mode_label,n_modes,source,dispersal_agent_summary
S19,Geranium robertianum,Geranium,Trachycarpus fortunei,3,49.5892944444,-1.2466055556,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S19,Aloe vera,Aloe,Trachycarpus fortunei,2,49.5893444444,-1.2465222222,10 - 30,species,146,5,3,50,21,-1.2467049,49.589478,Urban,0.3424657534246575,0.2054794520547945,Salix,Alnus,Pinus,Aloe vera,NA,NA,NA,NA,NA
S19,Aloe vera,Aloe,Trachycarpus fortunei,2,49.5892972222,-1.2465527778,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Aloe vera,NA,NA,NA,NA,NA
S19,Magnoliopsida,,Ficus,1,49.5892722222,-1.2465027778,30 - 60,class,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Magnoliopsida,NA,NA,NA,NA,NA
S19,Solanum dulcamara,Solanum,Phoenix canariensis,2,49.5893861111,-1.2466638889,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Solanum dulcamara,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Geranium robertianum,Geranium,Phoenix canariensis,5,49.589375,-1.2466055556,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S19,Betula pubescens,Betula,Phoenix canariensis,1,49.5893944444,-1.2466,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Betula pubescens,anemochorous,Anemochorous,1,EuDiS,wind
S19,Aloe vera,Aloe,Phoenix canariensis,1,49.5893861111,-1.2466638889,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Aloe vera,NA,NA,NA,NA,NA
S19,Asplenium scolopendrium,Asplenium,Phoenix canariensis,1,49.5893694444,-1.2466222222,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Asplenium scolopendrium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S19,Poaceae,,Prunus,1,49.5887916667,-1.2479694444,30 - 60,family,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Poaceae,unassisted,Unassisted,1,TRY_GenusFill,unassisted
S20,Umbilicus rupestris,Umbilicus,Acer,1,49.7129472222,-2.2189361111,60 - 90,species,22,1,1,5,3,-2.21001,49.71196,Rural,0.45454545454545453,0.45454545454545453,Fagus,Acer,Quercus,Umbilicus rupestris,anemochorous,Anemochorous,1,TRY,wind
S20,Hedera,Hedera,Salix?,3,49.4250833333,-2.3554944444,30 - 60,genus,30,4,2,5,3,-2.21001,49.71196,Rural,1.3333333333333333,0.6666666666666666,Fagus,Acer,Quercus,Hedera,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
S20,Carex abscondita,Carex,Salix?,1,49.4250833333,-2.3554805556,30 - 60,species,30,4,2,5,3,-2.21001,49.71196,Rural,1.3333333333333333,0.6666666666666666,Fagus,Acer,Quercus,Carex abscondita,NA,NA,NA,NA,NA
S21,Hedera helix,Hedera,Fraxinus excelsior,1,49.4251666667,-2.3553555556,90+,species,1,1,1,2,1,-2.35531,49.42511,Rural,10,10,Fraxinus,Acer,Sambucus,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S21,Hedera helix,Hedera,Salix?,1,49.4250833333,-2.3555194444,30 - 60,species,19,1,1,2,1,-2.35531,49.42511,Rural,0.5263157894736842,0.5263157894736842,Fraxinus,Acer,Sambucus,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S22,Quercus ilex,Quercus,Pinus radiata,1,49.46775,-2.4483861111,90+,species,10,4,3,5,4,-2.44848,49.46779,Rural,4,3,Fraxinus,Cedrus,Eucalyptus,Quercus ilex,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S22,Umbilicus rupestris,Umbilicus,Pinus radiata,1,49.4677861111,-2.4483388889,90+,species,10,4,3,5,4,-2.44848,49.46779,Rural,4,3,Fraxinus,Cedrus,Eucalyptus,Umbilicus rupestris,anemochorous,Anemochorous,1,TRY,wind
S22,Umbilicus rupestris,Umbilicus,Pinus radiata,1,49.4679277778,-2.4483305556,90+,species,10,4,3,5,4,-2.44848,49.46779,Rural,4,3,Fraxinus,Cedrus,Eucalyptus,Umbilicus rupestris,anemochorous,Anemochorous,1,TRY,wind
S22,Silene dioica,Silene,Fraxinus excelsior,1,49.467525,-2.4482138889,30 - 60,species,11,1,1,5,4,-2.44848,49.46779,Rural,0.9090909090909091,0.9090909090909091,Fraxinus,Cedrus,Eucalyptus,Silene dioica,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S22,Rubus vestitus,Rubus,Pinus radiata,1,49.4679,-2.4483666667,90+,species,10,4,3,5,4,-2.44848,49.46779,Rural,4,3,Fraxinus,Cedrus,Eucalyptus,Rubus vestitus,endozoochorous,Endozoochorous,1,EuDiS,animal
S23,Polypodium vulgare,Polypodium,Acer,4,49.4365722222,-2.5380722222,10 - 30,species,55,4,1,6,2,-2.5379502,49.4363576,Rural,0.7272727272727273,0.18181818181818182,Acer,Fraxinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S23,Polypodium vulgare,Polypodium,Acer,1,49.4362805556,-2.5378777778,60 - 90,species,11,2,2,6,2,-2.5379502,49.4363576,Rural,1.8181818181818181,1.8181818181818181,Acer,Fraxinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S23,Polypodium interjectum,Polypodium,Acer,1,49.4362722222,-2.5378138889,60 - 90,species,11,2,2,6,2,-2.5379502,49.4363576,Rural,1.8181818181818181,1.8181818181818181,Acer,Fraxinus,,Polypodium interjectum,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Acer,Acer,DEAD,1,49.2234305556,-2.0412916667,30 - 60,genus,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodiales,,DEAD,1,49.2234527778,-2.0412916667,30 - 60,order,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodiales,NA,NA,NA,NA,NA
S24,Polypodium vulgare,Polypodium,DEAD,2,49.2235138889,-2.041275,30 - 60,species,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S24,Polypodium interjectum,Polypodium,DEAD,1,49.2234111111,-2.04125,30 - 60,species,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium interjectum,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Caprifolioideae,,DEAD,1,49.2234388889,-2.0413,30 - 60,subfamily,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Caprifolioideae,NA,NA,NA,NA,NA
S24,Polypodium,Polypodium,Fagus sylvatica,3,49.223675,-2.0413416667,30 - 60,genus,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Fagus sylvatica,3,49.223675,-2.0413416667,30 - 60,genus,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Fagus sylvatica,3,49.223675,-2.0413416667,30 - 60,genus,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium interjectum,Polypodium,DEAD,7,49.2234138889,-2.0408722222,10 - 30,species,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium interjectum,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Quercus robur,2,49.2232861111,-2.0405222222,30 - 60,genus,43,11,6,25,6,-2.0409439,49.2235024,Rural,2.558139534883721,1.3953488372093024,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium vulgare,Polypodium,Quercus robur,2,49.2235527778,-2.0406972222,10 - 30,species,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S24,Polypodium vulgare,Polypodium,Quercus robur,2,49.2235527778,-2.0406972222,10 - 30,species,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S24,Polypodium,Polypodium,Quercus robur,1,49.2232861111,-2.0404,60 - 90,genus,4,1,1,25,6,-2.0409439,49.2235024,Rural,2.5,2.5,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Quercus robur,4,49.2232777778,-2.0403444444,10 - 30,genus,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Quercus robur,4,49.2232777778,-2.0403444444,10 - 30,genus,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Quercus robur,4,49.2232777778,-2.0403444444,10 - 30,genus,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S24,Polypodium,Polypodium,Quercus robur,4,49.2232777778,-2.0403444444,10 - 30,genus,68,13,3,25,6,-2.0409439,49.2235024,Rural,1.911764705882353,0.4411764705882353,Fagus,Quercus,,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S28,Polypodium,Polypodium,Castanea sativa,1,48.035275,-4.5459638889,10 - 30,genus,61,2,2,4,2,-4.5461875,48.0353798,Rural,0.32786885245901637,0.32786885245901637,Castanea,Quercus,Fagus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S28,Ilex aquifolium,Ilex,Castanea sativa,1,48.0354777778,-4.5459472222,10 - 30,species,61,2,2,4,2,-4.5461875,48.0353798,Rural,0.32786885245901637,0.32786885245901637,Castanea,Quercus,Fagus,Ilex aquifolium,endozoochorous,Endozoochorous,1,EuDiS,animal
S28,Polypodium,Polypodium,Fagus sylvatica,2,48.0356444444,-4.5458444444,30 - 60,genus,30,2,1,4,2,-4.5461875,48.0353798,Rural,0.6666666666666666,0.3333333333333333,Castanea,Quercus,Fagus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S28,Polypodium,Polypodium,Fagus sylvatica,2,48.0356444444,-4.5458444444,30 - 60,genus,30,2,1,4,2,-4.5461875,48.0353798,Rural,0.6666666666666666,0.3333333333333333,Castanea,Quercus,Fagus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8926888889,-3.9463277778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8926888889,-3.9463277778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,4,47.8924861111,-3.9465861111,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,4,47.8924861111,-3.9465861111,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,4,47.8924861111,-3.9465861111,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,4,47.8924861111,-3.9465861111,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8925361111,-3.9471027778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8925361111,-3.9471027778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8925361111,-3.9468527778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S29,Polypodium,Polypodium,Fagus sylvatica,2,47.8925361111,-3.9468527778,30 - 60,genus,47,10,1,10,1,-3.9467547,47.8927817,Rural,2.127659574468085,0.2127659574468085,Pinus,Fagus,Quercus,Polypodium,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,1,47.6414611111,-2.9571027778,60 - 90,species,2,3,1,61,1,-2.9570603,47.6413882,Rural,15,5,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6415027778,-2.9571222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,dead,2,47.6413555556,-2.9570333333,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,dead,2,47.6413555556,-2.9570333333,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.64135,-2.9569694444,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.64135,-2.9569694444,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.64135,-2.9569694444,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,1,47.6413638889,-2.9570138889,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,1,47.6413361111,-2.9569638889,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,2,47.6411222222,-2.9565138889,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,2,47.6411222222,-2.9565138889,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,5,47.6413,-2.9566055556,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,5,47.6413,-2.9566055556,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,5,47.6413,-2.9566055556,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,5,47.6413,-2.9566055556,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,5,47.6413,-2.9566055556,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,1,47.6413,-2.9565694444,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Quercus robur,2,47.6412277778,-2.9566638889,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Quercus robur,2,47.6412277778,-2.9566638889,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,6,47.6412083333,-2.9566972222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411944444,-2.9565972222,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411944444,-2.9565972222,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411944444,-2.9565972222,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411944444,-2.9565972222,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,2,47.6411805556,-2.9567111111,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,2,47.6411805556,-2.9567111111,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411222222,-2.9566222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411222222,-2.9566222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411222222,-2.9566222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,4,47.6411222222,-2.9566222222,30 - 60,species,26,27,1,61,1,-2.9570603,47.6413882,Rural,10.384615384615385,0.38461538461538464,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,1,47.6411444444,-2.956675,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.6411305556,-2.9567111111,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.6411305556,-2.9567111111,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S30,Polypodium vulgare,Polypodium,Fagus sylvatica,3,47.6411305556,-2.9567111111,10 - 30,species,89,31,1,61,1,-2.9570603,47.6413882,Rural,3.4831460674157304,0.11235955056179775,Fagus,Picea,Pinus,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
