species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Poa bulbosa,epizoochorous_unassisted_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_unassisted,Mixed,3,,animal_unassisted,mixed
Poa bulbosa subsp. bulbosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa cenisia,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa chaixii,anemochorous_human-mediated_epizoochorous,TRY,NA,NA,epizoochorous_anemochorous_human-mediated,Mixed,3,,animal_wind,mixed
Poa compressa,endozoochorous_anemochorous_human-mediated_epizoochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,6,,animal_wind_water_unassisted,mixed
Poa glauca,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa humilis,endozoochorous_epizoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Poa hybrida,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa infirma,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa laxa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa leptoclada,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Poa littoralis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa meionectes,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa minor,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa nemoralis,unassisted_endozoochorous_human-mediated_anemochorous_myrmecochorous_epizoochorous_ballochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,8,,animal_wind_water_ballistic_unassisted,mixed
Poa palustris,human-mediated_anemochorous_myrmecochorous_epizoochorous_endozoochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,,animal_wind_water_unassisted,mixed
Poa poiformis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poa pratensis,endozoochorous_human-mediated_unassisted_epizoochorous_myrmecochorous_anemochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,,animal_wind_water_unassisted,mixed
Poa remota,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa schimperiana,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Poa supina,endozoochorous_epizoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Poa trivialis,endozoochorous_epizoochorous_human-mediated_unassisted_anemochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,6,,animal_wind_water_unassisted,mixed
Poa trivialis subsp. trivialis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Poaceae sp,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Podocarpus cunninghamii,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podocarpus drouynianus,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podocarpus elatus,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Podocarpus lambertii,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Podocarpus latifolius,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podocarpus lawrencei,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podocarpus nubigenus,epizoochorous_endozoochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous,Mixed,3,,animal_water,mixed
Podocarpus totara,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podocoma bellidifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Podocoma blanchetiana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Podocoma hieracifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Podocytisus caramanicus,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Podolepis canescens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Podolepis capillaris,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Podolepis jaceoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Podophyllum peltatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Podospermum purpureum,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Poecilandra retusa,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Poecilanthe subcordata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Pogonatherum paniceum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Poiretia angustifolia,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia crenata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia elegans,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia latifolia,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia longipes,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia marginata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia mattogrossensis,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia punctata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia tetraphylla,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Poiretia unifoliolata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Polemonium caeruleum,ballochorous_unassisted_human-mediated_endozoochorous_epizoochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,6,,animal_water_ballistic_unassisted,mixed
Polycarena pubescens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Polycarpaea corymbosa,anemochorous_myrmecochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polycarpaea tetraphylla,anemochorous_unassisted_epizoochorous_human-mediated_ballochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_ballochorous_unassisted_human-mediated,Mixed,6,,animal_wind_ballistic_unassisted,mixed
Polygala abreui,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala adenophora,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala adenophylla,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala alpestris,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala alpina,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala amara,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala amarella,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala anatolica,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala aphylla,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala apiculata,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala apparicioi,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala appressa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala asperuloides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala atropurpurea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala baetica,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala bevilacquae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala boissieri,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala bracteata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala bryoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala calcarea,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala carphoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala carueliana,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala ceciliana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala celosioides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala chamaebuxus,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala chamaecyparis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala cneorum,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala comosa,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala coriacea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala cristagalli,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala cuspidata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala densifolia,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala doerfleri,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Polygala edmundii,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala equisetoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala exilis,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala fendleri,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala flavescens,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala fontellana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala franchetii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala galioides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala glochidiata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala gracilis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala grazielae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala harleyi,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala herbiola,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala hygrophila,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala irwinii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala judithea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala juncea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala longicaulis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala lusitanica,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala major,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala malmeana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala mandonii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala matogrossensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala microphylla,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala molluginifolia,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala monosperma,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala monspeliaca,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala moquiniana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala multiceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala nicaeensis,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala nudicaulis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala paniculata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala patens,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala poaya,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala pseudocoriacea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala pseudoerica,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala pseudosericea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala pseudovariabilis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala pulchella,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala remota,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala rigida,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala roubienna,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala rupestris,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala saprophytica,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala sedoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala sericea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala serpyllifolia,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala sibirica,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala sincorensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala stricta,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala subtilis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala subuniflora,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala suganumae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala supina,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala tacianae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala tamariscea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala tenuis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala timoutoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala timoutou,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala trichosperma,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala trifurcata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala tuberculata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Polygala vayredae,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala venulosa,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygala verticillata,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Polygala vulgaris,anemochorous_myrmecochorous,EuDiS,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Polygaloides chamaebuxus,anemochorous_epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous,Mixed,3,,animal_wind,mixed
Polygonatum biflorum,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Polygonatum latifolium,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
